,idx,real_data,sim_data,timestep,timeunit,Diff
9706,2218,3,0,1275.0,10000.0,3
9707,2219,2,1,1275.0,10000.0,1
9708,2220,1,0,1275.0,10000.0,1
9709,2221,0,0,1275.0,10000.0,0
9710,2222,0,0,1275.0,10000.0,0
9711,2223,0,2,1275.0,10000.0,2
9712,2224,0,0,1275.0,10000.0,0
9713,2225,1,0,1275.0,10000.0,1
9714,2226,3,0,1275.0,10000.0,3
9715,2227,0,0,1275.0,10000.0,0
9716,2228,0,0,1275.0,10000.0,0
9717,2229,1,0,1275.0,10000.0,1
9718,2230,1,0,1275.0,10000.0,1
9719,2231,1,4,1275.0,10000.0,3
9720,2232,1,0,1275.0,10000.0,1
9721,2233,0,0,1275.0,10000.0,0
9722,2234,0,1,1275.0,10000.0,1
9723,2235,2,1,1275.0,10000.0,1
9724,2236,2,0,1275.0,10000.0,2
9725,2237,2,0,1275.0,10000.0,2
9726,2238,2,0,1275.0,10000.0,2
9727,2239,0,5,1275.0,10000.0,5
9728,2240,0,0,1275.0,10000.0,0
9729,2241,0,0,1275.0,10000.0,0
9730,2242,0,0,1275.0,10000.0,0
9731,2243,1,0,1275.0,10000.0,1
9732,2244,0,0,1275.0,10000.0,0
9733,2245,0,2,1275.0,10000.0,2
9734,2246,0,0,1275.0,10000.0,0
9735,2247,0,1,1275.0,10000.0,1
9736,2248,1,0,1275.0,10000.0,1
9737,2249,0,0,1275.0,10000.0,0
9738,2250,0,0,1275.0,10000.0,0
9739,2251,0,2,1275.0,10000.0,2
9740,2252,0,5,1275.0,10000.0,5
9741,2253,0,0,1275.0,10000.0,0
9742,2254,0,0,1275.0,10000.0,0
9743,2255,0,0,1275.0,10000.0,0
9744,2256,0,0,1275.0,10000.0,0
9745,2257,0,0,1275.0,10000.0,0
9746,2258,0,0,1275.0,10000.0,0
9747,2259,1,0,1275.0,10000.0,1
9748,2260,0,0,1275.0,10000.0,0
9749,2261,0,0,1275.0,10000.0,0
9750,2262,2,0,1275.0,10000.0,2
9751,2263,0,6,1275.0,10000.0,6
9752,2264,0,0,1275.0,10000.0,0
9753,2265,0,0,1275.0,10000.0,0
9754,2266,0,0,1275.0,10000.0,0
9755,2267,0,0,1275.0,10000.0,0
9756,2268,0,2,1275.0,10000.0,2
9757,2269,1,0,1275.0,10000.0,1
9758,2270,0,0,1275.0,10000.0,0
9759,2271,0,0,1275.0,10000.0,0
9760,2272,2,0,1275.0,10000.0,2
9761,2273,1,0,1275.0,10000.0,1
9762,2274,0,0,1275.0,10000.0,0
9763,2275,0,0,1275.0,10000.0,0
9764,2276,0,0,1275.0,10000.0,0
9765,2277,0,0,1275.0,10000.0,0
9766,2278,0,1,1275.0,10000.0,1
9767,2279,0,0,1275.0,10000.0,0
9768,2280,0,2,1275.0,10000.0,2
9769,2281,0,0,1275.0,10000.0,0
9770,2282,2,0,1275.0,10000.0,2
9771,2283,1,0,1275.0,10000.0,1
9772,2284,1,0,1275.0,10000.0,1
9773,2285,3,0,1275.0,10000.0,3
9774,2286,3,0,1275.0,10000.0,3
9775,2287,3,0,1275.0,10000.0,3
9776,2288,2,0,1275.0,10000.0,2
9777,2289,0,0,1275.0,10000.0,0
9778,2290,0,1,1275.0,10000.0,1
9779,2291,0,0,1275.0,10000.0,0
9780,2292,3,0,1275.0,10000.0,3
9781,2293,0,0,1275.0,10000.0,0
9782,2294,0,0,1275.0,10000.0,0
9783,2295,0,0,1275.0,10000.0,0
9784,2296,2,1,1275.0,10000.0,1
9785,2297,2,0,1275.0,10000.0,2
9786,2298,4,2,1275.0,10000.0,2
9787,2299,3,0,1275.0,10000.0,3
9788,2300,5,0,1275.0,10000.0,5
9789,2301,1,0,1275.0,10000.0,1
9790,2302,0,0,1275.0,10000.0,0
9791,2303,0,0,1275.0,10000.0,0
9792,2304,0,1,1275.0,10000.0,1
9793,2305,0,0,1275.0,10000.0,0
9794,2306,0,2,1275.0,10000.0,2
9795,2307,0,1,1275.0,10000.0,1
9796,2308,1,0,1275.0,10000.0,1
9797,2309,1,0,1275.0,10000.0,1
9798,2310,1,0,1275.0,10000.0,1
9799,2311,0,0,1275.0,10000.0,0
9800,2312,0,2,1275.0,10000.0,2
9801,2313,0,7,1275.0,10000.0,7
9802,2314,0,2,1275.0,10000.0,2
9803,2315,0,0,1275.0,10000.0,0
9804,2316,0,0,1275.0,10000.0,0
9805,2317,0,0,1275.0,10000.0,0
9806,2318,4,3,1275.0,10000.0,1
9807,2319,5,0,1275.0,10000.0,5
9808,2320,4,0,1275.0,10000.0,4
9809,2321,3,0,1275.0,10000.0,3
9810,2322,1,0,1275.0,10000.0,1
9811,2323,1,0,1275.0,10000.0,1
9812,2324,0,0,1275.0,10000.0,0
9813,2325,0,0,1275.0,10000.0,0
9814,2326,0,1,1275.0,10000.0,1
9815,2327,0,0,1275.0,10000.0,0
9816,2328,0,1,1275.0,10000.0,1
9817,2329,0,0,1275.0,10000.0,0
9818,2330,0,0,1275.0,10000.0,0
9819,2331,0,0,1275.0,10000.0,0
9820,2332,0,0,1275.0,10000.0,0
9821,2333,1,3,1275.0,10000.0,2
9822,2334,1,0,1275.0,10000.0,1
9823,2335,0,1,1275.0,10000.0,1
9824,2336,0,0,1275.0,10000.0,0
9825,2337,0,1,1275.0,10000.0,1
9826,2338,0,0,1275.0,10000.0,0
9827,2339,0,0,1275.0,10000.0,0
9828,2340,0,0,1275.0,10000.0,0
9829,2341,0,2,1275.0,10000.0,2
9830,2342,0,1,1275.0,10000.0,1
9831,2343,0,0,1275.0,10000.0,0
9832,2344,0,0,1275.0,10000.0,0
9833,2345,4,2,1275.0,10000.0,2
9834,2346,0,0,1275.0,10000.0,0
9835,2347,0,0,1275.0,10000.0,0
9836,2348,0,0,1275.0,10000.0,0
9837,2349,0,0,1275.0,10000.0,0
9838,2350,0,0,1275.0,10000.0,0
9839,2351,0,0,1275.0,10000.0,0
9840,2352,0,0,1275.0,10000.0,0
9841,2353,0,1,1275.0,10000.0,1
9842,2354,0,1,1275.0,10000.0,1
9843,2355,0,0,1275.0,10000.0,0
9844,2356,0,0,1275.0,10000.0,0
9845,2357,3,2,1275.0,10000.0,1
9846,2358,1,0,1275.0,10000.0,1
9847,2359,0,0,1275.0,10000.0,0
9848,2360,1,0,1275.0,10000.0,1
9849,2361,0,2,1275.0,10000.0,2
9850,2362,0,0,1275.0,10000.0,0
9851,2363,0,1,1275.0,10000.0,1
9852,2364,0,2,1275.0,10000.0,2
9853,2365,0,0,1275.0,10000.0,0
9854,2366,0,0,1275.0,10000.0,0
9855,2367,0,0,1275.0,10000.0,0
9856,2368,2,0,1275.0,10000.0,2
9857,2369,2,0,1275.0,10000.0,2
9858,2370,2,0,1275.0,10000.0,2
9859,2371,0,3,1275.0,10000.0,3
9860,2372,0,2,1275.0,10000.0,2
9861,2373,0,0,1275.0,10000.0,0
9862,2374,0,0,1275.0,10000.0,0
9863,2375,0,0,1275.0,10000.0,0
9864,2376,0,0,1275.0,10000.0,0
9865,2377,0,0,1275.0,10000.0,0
9866,2378,0,1,1275.0,10000.0,1
9867,2379,2,0,1275.0,10000.0,2
9868,2380,0,0,1275.0,10000.0,0
9869,2381,3,0,1275.0,10000.0,3
9870,2382,0,0,1275.0,10000.0,0
9871,2383,0,1,1275.0,10000.0,1
9872,2384,0,0,1275.0,10000.0,0
9873,2385,0,1,1275.0,10000.0,1
9874,2386,0,2,1275.0,10000.0,2
9875,2387,0,0,1275.0,10000.0,0
9876,2388,0,0,1275.0,10000.0,0
9877,2389,0,0,1275.0,10000.0,0
9878,2390,1,0,1275.0,10000.0,1
9879,2391,1,2,1275.0,10000.0,1
9880,2392,0,0,1275.0,10000.0,0
9881,2393,3,0,1275.0,10000.0,3
9882,2394,0,0,1275.0,10000.0,0
9883,2395,0,0,1275.0,10000.0,0
9884,2396,0,0,1275.0,10000.0,0
9885,2397,1,0,1275.0,10000.0,1
9886,2398,0,0,1275.0,10000.0,0
9887,2399,0,1,1275.0,10000.0,1
9888,2400,0,0,1275.0,10000.0,0
9889,2401,0,1,1275.0,10000.0,1
9890,2402,0,0,1275.0,10000.0,0
9891,2403,0,1,1275.0,10000.0,1
9892,2404,3,0,1275.0,10000.0,3
9893,2405,1,0,1275.0,10000.0,1
9894,2406,0,0,1275.0,10000.0,0
9895,2407,0,0,1275.0,10000.0,0
9896,2408,0,3,1275.0,10000.0,3
9897,2409,0,0,1275.0,10000.0,0
9898,2410,0,0,1275.0,10000.0,0
9899,2411,0,0,1275.0,10000.0,0
9900,2412,0,2,1275.0,10000.0,2
9901,2413,0,0,1275.0,10000.0,0
9902,2414,1,0,1275.0,10000.0,1
9903,2415,1,3,1275.0,10000.0,2
9904,2416,0,0,1275.0,10000.0,0
9905,2417,1,0,1275.0,10000.0,1
9906,2418,0,0,1275.0,10000.0,0
9907,2419,0,0,1275.0,10000.0,0
9908,2420,0,0,1275.0,10000.0,0
9909,2421,0,0,1275.0,10000.0,0
9910,2422,0,0,1275.0,10000.0,0
9911,2423,0,4,1275.0,10000.0,4
9912,2424,0,0,1275.0,10000.0,0
9913,2425,0,2,1275.0,10000.0,2
9914,2426,0,0,1275.0,10000.0,0
9915,2427,1,5,1275.0,10000.0,4
9916,2428,4,7,1275.0,10000.0,3
9917,2429,2,1,1275.0,10000.0,1
9918,2430,6,0,1275.0,10000.0,6
9919,2431,5,0,1275.0,10000.0,5
9920,2432,4,0,1275.0,10000.0,4
9921,2433,0,1,1275.0,10000.0,1
9922,2434,0,3,1275.0,10000.0,3
9923,2435,0,0,1275.0,10000.0,0
9924,2436,0,0,1275.0,10000.0,0
9925,2437,0,2,1275.0,10000.0,2
9926,2438,1,0,1275.0,10000.0,1
9927,2439,1,0,1275.0,10000.0,1
9928,2440,0,1,1275.0,10000.0,1
9929,2441,0,1,1275.0,10000.0,1
9930,2442,0,0,1275.0,10000.0,0
9931,2443,0,0,1275.0,10000.0,0
9932,2444,0,0,1275.0,10000.0,0
9933,2445,0,0,1275.0,10000.0,0
9934,2446,0,0,1275.0,10000.0,0
9935,2447,0,0,1275.0,10000.0,0
9936,2448,0,0,1275.0,10000.0,0
9937,2449,0,0,1275.0,10000.0,0
9938,2450,0,0,1275.0,10000.0,0
9939,2451,2,0,1275.0,10000.0,2
9940,2452,3,0,1275.0,10000.0,3
9941,2453,3,0,1275.0,10000.0,3
9942,2454,3,0,1275.0,10000.0,3
9943,2455,3,0,1275.0,10000.0,3
9944,2456,0,0,1275.0,10000.0,0
9945,2457,0,2,1275.0,10000.0,2
9946,2458,0,1,1275.0,10000.0,1
9947,2459,0,0,1275.0,10000.0,0
9948,2460,0,0,1275.0,10000.0,0
9949,2461,1,3,1275.0,10000.0,2
9950,2462,1,0,1275.0,10000.0,1
9951,2463,0,0,1275.0,10000.0,0
9952,2464,1,0,1275.0,10000.0,1
9953,2465,0,1,1275.0,10000.0,1
9954,2466,0,0,1275.0,10000.0,0
9955,2467,1,0,1275.0,10000.0,1
9956,2468,1,3,1275.0,10000.0,2
9957,2469,0,0,1275.0,10000.0,0
9958,2470,0,0,1275.0,10000.0,0
9959,2471,0,0,1275.0,10000.0,0
9960,2472,0,0,1275.0,10000.0,0
9961,2473,0,0,1275.0,10000.0,0
9962,2474,0,0,1275.0,10000.0,0
9963,2475,1,0,1275.0,10000.0,1
9964,2476,0,0,1275.0,10000.0,0
9965,2477,1,3,1275.0,10000.0,2
9966,2478,0,0,1275.0,10000.0,0
9967,2479,0,1,1275.0,10000.0,1
9968,2480,0,0,1275.0,10000.0,0
9969,2481,0,4,1275.0,10000.0,4
9970,2482,0,0,1275.0,10000.0,0
9971,2483,0,0,1275.0,10000.0,0
9972,2484,1,0,1275.0,10000.0,1
9973,2485,0,0,1275.0,10000.0,0
9974,2486,1,0,1275.0,10000.0,1
9975,2487,0,0,1275.0,10000.0,0
9976,2488,0,0,1275.0,10000.0,0
9977,2489,0,1,1275.0,10000.0,1
9978,2490,0,0,1275.0,10000.0,0
9979,2491,0,0,1275.0,10000.0,0
9980,2492,0,0,1275.0,10000.0,0
9981,2493,1,0,1275.0,10000.0,1
9982,2494,0,0,1275.0,10000.0,0
9983,2495,0,0,1275.0,10000.0,0
9984,2496,0,0,1275.0,10000.0,0
9985,2497,0,0,1275.0,10000.0,0
9986,2498,0,0,1275.0,10000.0,0
9987,2499,2,0,1275.0,10000.0,2
9988,2500,0,0,1275.0,10000.0,0
9989,2501,0,0,1275.0,10000.0,0
9990,2502,0,0,1275.0,10000.0,0
9991,2503,0,1,1275.0,10000.0,1
9992,2504,0,1,1275.0,10000.0,1
9993,2505,0,0,1275.0,10000.0,0
9994,2506,0,3,1275.0,10000.0,3
9995,2507,0,0,1275.0,10000.0,0
9996,2508,0,0,1275.0,10000.0,0
9997,2509,4,0,1275.0,10000.0,4
9998,2510,1,0,1275.0,10000.0,1
9999,2511,3,0,1275.0,10000.0,3
10000,2512,1,0,1275.0,10000.0,1
10001,2513,1,0,1275.0,10000.0,1
10002,2514,0,0,1275.0,10000.0,0
10003,2515,3,0,1275.0,10000.0,3
10004,2516,3,0,1275.0,10000.0,3
10005,2517,3,1,1275.0,10000.0,2
10006,2518,3,0,1275.0,10000.0,3
10007,2519,2,4,1275.0,10000.0,2
10008,2520,3,0,1275.0,10000.0,3
10009,2521,0,0,1275.0,10000.0,0
10010,2522,3,0,1275.0,10000.0,3
10011,2523,5,0,1275.0,10000.0,5
10012,2524,5,0,1275.0,10000.0,5
10013,2525,4,0,1275.0,10000.0,4
10014,2526,4,1,1275.0,10000.0,3
10015,2527,5,0,1275.0,10000.0,5
10016,2528,5,0,1275.0,10000.0,5
10017,2529,2,0,1275.0,10000.0,2
10018,2530,0,0,1275.0,10000.0,0
10019,2531,2,0,1275.0,10000.0,2
10020,2532,2,3,1275.0,10000.0,1
10021,2533,3,0,1275.0,10000.0,3
10022,2534,3,0,1275.0,10000.0,3
10023,2535,4,0,1275.0,10000.0,4
10024,2536,2,0,1275.0,10000.0,2
10025,2537,4,0,1275.0,10000.0,4
10026,2538,4,0,1275.0,10000.0,4
10027,2539,5,0,1275.0,10000.0,5
10028,2540,3,0,1275.0,10000.0,3
10029,2541,5,0,1275.0,10000.0,5
10030,2542,3,0,1275.0,10000.0,3
10031,2543,4,0,1275.0,10000.0,4
10032,2544,3,6,1275.0,10000.0,3
10033,2545,4,0,1275.0,10000.0,4
10034,2546,2,0,1275.0,10000.0,2
10035,2547,4,0,1275.0,10000.0,4
10036,2548,5,0,1275.0,10000.0,5
10037,2549,5,3,1275.0,10000.0,2
10038,2550,5,0,1275.0,10000.0,5
10039,2551,2,2,1275.0,10000.0,0
10040,2552,0,0,1275.0,10000.0,0
10041,2553,0,1,1275.0,10000.0,1
10042,2554,3,2,1275.0,10000.0,1
10043,2555,3,0,1275.0,10000.0,3
10044,2556,4,0,1275.0,10000.0,4
10045,2557,3,0,1275.0,10000.0,3
10046,2558,5,0,1275.0,10000.0,5
10047,2559,4,1,1275.0,10000.0,3
10048,2560,0,0,1275.0,10000.0,0
10049,2561,0,2,1275.0,10000.0,2
10050,2562,1,1,1275.0,10000.0,0
10051,2563,2,0,1275.0,10000.0,2
10052,2564,1,1,1275.0,10000.0,0
10053,2565,2,0,1275.0,10000.0,2
10054,2566,0,0,1275.0,10000.0,0
10055,2567,0,0,1275.0,10000.0,0
10056,2568,0,0,1275.0,10000.0,0
10057,2569,0,0,1275.0,10000.0,0
10058,2570,0,1,1275.0,10000.0,1
10059,2571,0,1,1275.0,10000.0,1
10060,2572,0,0,1275.0,10000.0,0
10061,2573,0,0,1275.0,10000.0,0
10062,2574,0,0,1275.0,10000.0,0
10063,2575,2,0,1275.0,10000.0,2
10064,2576,1,0,1275.0,10000.0,1
10065,2577,1,6,1275.0,10000.0,5
10066,2578,1,0,1275.0,10000.0,1
10067,2579,0,1,1275.0,10000.0,1
10068,2580,1,0,1275.0,10000.0,1
10069,2581,0,0,1275.0,10000.0,0
10070,2582,0,0,1275.0,10000.0,0
10071,2583,1,0,1275.0,10000.0,1
10072,2584,3,0,1275.0,10000.0,3
10073,2585,3,0,1275.0,10000.0,3
10074,2586,5,0,1275.0,10000.0,5
10075,2587,2,0,1275.0,10000.0,2
10076,2588,3,3,1275.0,10000.0,0
10077,2589,0,4,1275.0,10000.0,4
10078,2590,0,1,1275.0,10000.0,1
10079,2591,0,1,1275.0,10000.0,1
10080,2592,0,0,1275.0,10000.0,0
10081,2593,0,0,1275.0,10000.0,0
10082,2594,0,0,1275.0,10000.0,0
10083,2595,0,2,1275.0,10000.0,2
10084,2596,1,1,1275.0,10000.0,0
10085,2597,0,0,1275.0,10000.0,0
10086,2598,0,0,1275.0,10000.0,0
10087,2599,0,2,1275.0,10000.0,2
10088,2600,2,2,1275.0,10000.0,0
10089,2601,0,0,1275.0,10000.0,0
10090,2602,0,0,1275.0,10000.0,0
10091,2603,0,0,1275.0,10000.0,0
10092,2604,0,0,1275.0,10000.0,0
10093,2605,0,1,1275.0,10000.0,1
10094,2606,0,0,1275.0,10000.0,0
10095,2607,0,1,1275.0,10000.0,1
10096,2608,0,1,1275.0,10000.0,1
10097,2609,0,0,1275.0,10000.0,0
10098,2610,1,0,1275.0,10000.0,1
10099,2611,2,0,1275.0,10000.0,2
10100,2612,1,0,1275.0,10000.0,1
10101,2613,0,0,1275.0,10000.0,0
10102,2614,0,0,1275.0,10000.0,0
10103,2615,0,0,1275.0,10000.0,0
10104,2616,1,0,1275.0,10000.0,1
10105,2617,0,0,1275.0,10000.0,0
10106,2618,0,0,1275.0,10000.0,0
10107,2619,0,0,1275.0,10000.0,0
10108,2620,0,1,1275.0,10000.0,1
10109,2621,0,1,1275.0,10000.0,1
10110,2622,1,4,1275.0,10000.0,3
10111,2623,2,0,1275.0,10000.0,2
10112,2624,1,0,1275.0,10000.0,1
10113,2625,1,0,1275.0,10000.0,1
10114,2626,1,0,1275.0,10000.0,1
10115,2627,0,0,1275.0,10000.0,0
10116,2628,0,0,1275.0,10000.0,0
10117,2629,0,0,1275.0,10000.0,0
10118,2630,2,1,1275.0,10000.0,1
10119,2631,0,0,1275.0,10000.0,0
10120,2632,0,0,1275.0,10000.0,0
10121,2633,1,1,1275.0,10000.0,0
10122,2634,2,0,1275.0,10000.0,2
10123,2635,2,1,1275.0,10000.0,1
10124,2636,1,0,1275.0,10000.0,1
10125,2637,0,0,1275.0,10000.0,0
10126,2638,1,0,1275.0,10000.0,1
10127,2639,0,0,1275.0,10000.0,0
10128,2640,0,0,1275.0,10000.0,0
10129,2641,2,1,1275.0,10000.0,1
10130,2642,2,0,1275.0,10000.0,2
10131,2643,0,1,1275.0,10000.0,1
10132,2644,0,0,1275.0,10000.0,0
10133,2645,2,0,1275.0,10000.0,2
10134,2646,1,0,1275.0,10000.0,1
10135,2647,2,0,1275.0,10000.0,2
10136,2648,1,0,1275.0,10000.0,1
10137,2649,2,0,1275.0,10000.0,2
10138,2650,1,0,1275.0,10000.0,1
10139,2651,0,0,1275.0,10000.0,0
10140,2652,0,0,1275.0,10000.0,0
10141,2653,0,1,1275.0,10000.0,1
10142,2654,0,0,1275.0,10000.0,0
10143,2655,0,1,1275.0,10000.0,1
10144,2656,0,0,1275.0,10000.0,0
10145,2657,1,0,1275.0,10000.0,1
10146,2658,0,0,1275.0,10000.0,0
10147,2659,0,0,1275.0,10000.0,0
10148,2660,0,2,1275.0,10000.0,2
10149,2661,0,2,1275.0,10000.0,2
10150,2662,0,0,1275.0,10000.0,0
10151,2663,0,0,1275.0,10000.0,0
10152,2664,0,2,1275.0,10000.0,2
10153,2665,0,0,1275.0,10000.0,0
10154,2666,0,1,1275.0,10000.0,1
10155,2667,0,0,1275.0,10000.0,0
10156,2668,0,0,1275.0,10000.0,0
10157,2669,1,0,1275.0,10000.0,1
10158,2670,0,0,1275.0,10000.0,0
10159,2671,0,0,1275.0,10000.0,0
10160,2672,0,1,1275.0,10000.0,1
10161,2673,0,2,1275.0,10000.0,2
10162,2674,0,0,1275.0,10000.0,0
10163,2675,0,0,1275.0,10000.0,0
10164,2676,0,0,1275.0,10000.0,0
10165,2677,0,1,1275.0,10000.0,1
10166,2678,0,1,1275.0,10000.0,1
10167,2679,0,1,1275.0,10000.0,1
10168,2680,0,0,1275.0,10000.0,0
10169,2681,1,0,1275.0,10000.0,1
10170,2682,2,0,1275.0,10000.0,2
10171,2683,0,4,1275.0,10000.0,4
10172,2684,0,3,1275.0,10000.0,3
10173,2685,1,0,1275.0,10000.0,1
10174,2686,0,2,1275.0,10000.0,2
10175,2687,0,1,1275.0,10000.0,1
10176,2688,0,0,1275.0,10000.0,0
10177,2689,0,1,1275.0,10000.0,1
10178,2690,0,1,1275.0,10000.0,1
10179,2691,1,0,1275.0,10000.0,1
10180,2692,1,0,1275.0,10000.0,1
10181,2693,0,0,1275.0,10000.0,0
10182,2694,3,0,1275.0,10000.0,3
10183,2695,0,0,1275.0,10000.0,0
10184,2696,0,0,1275.0,10000.0,0
10185,2697,0,0,1275.0,10000.0,0
10186,2698,0,1,1275.0,10000.0,1
10187,2699,0,0,1275.0,10000.0,0
10188,2700,0,2,1275.0,10000.0,2
10189,2701,0,0,1275.0,10000.0,0
10190,2702,1,1,1275.0,10000.0,0
10191,2703,0,1,1275.0,10000.0,1
10192,2704,0,0,1275.0,10000.0,0
10193,2705,0,0,1275.0,10000.0,0
10194,2706,0,0,1275.0,10000.0,0
10195,2707,0,0,1275.0,10000.0,0
10196,2708,0,1,1275.0,10000.0,1
10197,2709,0,0,1275.0,10000.0,0
10198,2710,0,0,1275.0,10000.0,0
10199,2711,0,1,1275.0,10000.0,1
10200,2712,0,0,1275.0,10000.0,0
10201,2713,0,3,1275.0,10000.0,3
10202,2714,0,1,1275.0,10000.0,1
10203,2715,0,0,1275.0,10000.0,0
10204,2716,1,0,1275.0,10000.0,1
10205,2717,1,1,1275.0,10000.0,0
10206,2718,0,0,1275.0,10000.0,0
10207,2719,0,0,1275.0,10000.0,0
10208,2720,1,0,1275.0,10000.0,1
10209,2721,0,1,1275.0,10000.0,1
10210,2722,0,0,1275.0,10000.0,0
10211,2723,0,0,1275.0,10000.0,0
10212,2724,1,2,1275.0,10000.0,1
10213,2725,0,0,1275.0,10000.0,0
10214,2726,0,0,1275.0,10000.0,0
10215,2727,1,0,1275.0,10000.0,1
10216,2728,0,0,1275.0,10000.0,0
10217,2729,2,0,1275.0,10000.0,2
10218,2730,1,3,1275.0,10000.0,2
10219,2731,0,3,1275.0,10000.0,3
10220,2732,0,0,1275.0,10000.0,0
10221,2733,0,0,1275.0,10000.0,0
10222,2734,0,2,1275.0,10000.0,2
10223,2735,0,0,1275.0,10000.0,0
10224,2736,0,0,1275.0,10000.0,0
10225,2737,0,1,1275.0,10000.0,1
10226,2738,0,5,1275.0,10000.0,5
10227,2739,0,0,1275.0,10000.0,0
10228,2740,1,2,1275.0,10000.0,1
10229,2741,4,0,1275.0,10000.0,4
10230,2742,0,0,1275.0,10000.0,0
10231,2743,1,2,1275.0,10000.0,1
10232,2744,0,0,1275.0,10000.0,0
10233,2745,0,0,1275.0,10000.0,0
10234,2746,0,0,1275.0,10000.0,0
10235,2747,0,2,1275.0,10000.0,2
10236,2748,0,0,1275.0,10000.0,0
10237,2749,1,0,1275.0,10000.0,1
10238,2750,5,0,1275.0,10000.0,5
10239,2751,5,1,1275.0,10000.0,4
10240,2752,3,3,1275.0,10000.0,0
10241,2753,3,2,1275.0,10000.0,1
10242,2754,2,6,1275.0,10000.0,4
10243,2755,2,0,1275.0,10000.0,2
10244,2756,3,0,1275.0,10000.0,3
10245,2757,4,0,1275.0,10000.0,4
10246,2758,3,0,1275.0,10000.0,3
10247,2759,1,2,1275.0,10000.0,1
10248,2760,0,0,1275.0,10000.0,0
10249,2761,0,0,1275.0,10000.0,0
10250,2762,0,0,1275.0,10000.0,0
10251,2763,1,0,1275.0,10000.0,1
10252,2764,0,0,1275.0,10000.0,0
10253,2765,4,0,1275.0,10000.0,4
10254,2766,0,3,1275.0,10000.0,3
10255,2767,1,0,1275.0,10000.0,1
10256,2768,0,0,1275.0,10000.0,0
10257,2769,0,0,1275.0,10000.0,0
10258,2770,0,0,1275.0,10000.0,0
10259,2771,0,0,1275.0,10000.0,0
10260,2772,0,1,1275.0,10000.0,1
10261,2773,0,1,1275.0,10000.0,1
10262,2774,0,0,1275.0,10000.0,0
10263,2775,4,0,1275.0,10000.0,4
10264,2776,5,1,1275.0,10000.0,4
10265,2777,2,0,1275.0,10000.0,2
10266,2778,4,0,1275.0,10000.0,4
10267,2779,0,0,1275.0,10000.0,0
10268,2780,0,0,1275.0,10000.0,0
10269,2781,0,0,1275.0,10000.0,0
10270,2782,0,3,1275.0,10000.0,3
10271,2783,0,0,1275.0,10000.0,0
10272,2784,0,0,1275.0,10000.0,0
10273,2785,0,0,1275.0,10000.0,0
10274,2786,0,0,1275.0,10000.0,0
10275,2787,1,0,1275.0,10000.0,1
10276,2788,0,0,1275.0,10000.0,0
10277,2789,2,1,1275.0,10000.0,1
10278,2790,0,0,1275.0,10000.0,0
10279,2791,2,0,1275.0,10000.0,2
10280,2792,1,0,1275.0,10000.0,1
10281,2793,0,0,1275.0,10000.0,0
10282,2794,0,0,1275.0,10000.0,0
10283,2795,0,0,1275.0,10000.0,0
10284,2796,0,0,1275.0,10000.0,0
10285,2797,1,0,1275.0,10000.0,1
10286,2798,0,0,1275.0,10000.0,0
10287,2799,0,0,1275.0,10000.0,0
10288,2800,1,0,1275.0,10000.0,1
10289,2801,3,2,1275.0,10000.0,1
10290,2802,0,0,1275.0,10000.0,0
10291,2803,0,0,1275.0,10000.0,0
10292,2804,0,0,1275.0,10000.0,0
10293,2805,0,0,1275.0,10000.0,0
10294,2806,0,0,1275.0,10000.0,0
10295,2807,0,0,1275.0,10000.0,0
10296,2808,0,1,1275.0,10000.0,1
10297,2809,0,1,1275.0,10000.0,1
10298,2810,0,0,1275.0,10000.0,0
10299,2811,1,0,1275.0,10000.0,1
10300,2812,1,0,1275.0,10000.0,1
10301,2813,0,0,1275.0,10000.0,0
10302,2814,0,0,1275.0,10000.0,0
10303,2815,0,0,1275.0,10000.0,0
10304,2816,0,1,1275.0,10000.0,1
10305,2817,0,0,1275.0,10000.0,0
10306,2818,0,0,1275.0,10000.0,0
10307,2819,0,0,1275.0,10000.0,0
10308,2820,0,0,1275.0,10000.0,0
10309,2821,0,0,1275.0,10000.0,0
10310,2822,2,0,1275.0,10000.0,2
10311,2823,0,0,1275.0,10000.0,0
10312,2824,3,4,1275.0,10000.0,1
10313,2825,0,0,1275.0,10000.0,0
10314,2826,0,0,1275.0,10000.0,0
10315,2827,0,0,1275.0,10000.0,0
10316,2828,0,0,1275.0,10000.0,0
10317,2829,0,0,1275.0,10000.0,0
10318,2830,0,0,1275.0,10000.0,0
10319,2831,0,0,1275.0,10000.0,0
10320,2832,0,0,1275.0,10000.0,0
10321,2833,0,0,1275.0,10000.0,0
10322,2834,0,0,1275.0,10000.0,0
10323,2835,1,0,1275.0,10000.0,1
10324,2836,4,1,1275.0,10000.0,3
10325,2837,0,0,1275.0,10000.0,0
10326,2838,1,0,1275.0,10000.0,1
10327,2839,0,0,1275.0,10000.0,0
10328,2840,0,1,1275.0,10000.0,1
10329,2841,0,0,1275.0,10000.0,0
10330,2842,0,1,1275.0,10000.0,1
10331,2843,0,0,1275.0,10000.0,0
10332,2844,0,0,1275.0,10000.0,0
10333,2845,0,0,1275.0,10000.0,0
10334,2846,0,0,1275.0,10000.0,0
10335,2847,2,0,1275.0,10000.0,2
10336,2848,0,4,1275.0,10000.0,4
10337,2849,0,0,1275.0,10000.0,0
10338,2850,1,0,1275.0,10000.0,1
10339,2851,0,0,1275.0,10000.0,0
10340,2852,0,1,1275.0,10000.0,1
