"No.","Time","Length","TX Rate","Delta Time"
"681","3.136107","39","24.0","0.001221"
"682","3.136689","39","24.0","0.000582"
"683","3.137302","39","24.0","0.000613"
"684","3.137899","39","24.0","0.000597"
"685","3.138093","39","24.0","0.000194"
"686","3.138165","57","24.0","0.000072"
"687","3.138681","39","24.0","0.000516"
"688","3.138761","57","24.0","0.000080"
"689","3.154021","823","6.0","0.015260"
"690","3.158989","154","72.2","0.004968"
"691","3.159885","169","6.0","0.000896"
"692","3.160016","301","72.2","0.000131"
"693","3.162069","39","24.0","0.002053"
"694","3.162151","57","24.0","0.000082"
"695","3.170302","437","6.0","0.008151"
"696","3.205046","39","6.0","0.034744"
"697","3.208701","823","6.0","0.003655"
"698","3.218954","39","6.0","0.010253"
"699","3.222653","39","24.0","0.003699"
"700","3.222727","57","24.0","0.000074"
"701","3.225136","286","1.0","0.002409"
"702","3.242788","154","72.2","0.017652"
"703","3.272476","823","6.0","0.029688"
"704","3.272694","169","6.0","0.000218"
"705","3.273291","437","6.0","0.000597"
"706","3.299301","250","72.2","0.026010"
"707","3.304772","39","24.0","0.005471"
"708","3.304854","57","24.0","0.000082"
"709","3.311688","57","6.0","0.006834"
"710","3.327246","286","1.0","0.015558"
"711","3.327351","154","72.2","0.000105"
"712","3.327859","154","72.2","0.000508"
"713","3.336703","823","6.0","0.008844"
"714","3.375159","437","6.0","0.038456"
"715","3.379201","45","12.0","0.004042"
"716","3.389026","169","6.0","0.009825"
"717","3.389153","401","72.2","0.000127"
"718","3.389297","45","24.0","0.000144"
"719","3.400678","823","6.0","0.011381"
"720","3.407340","45","6.0","0.006662"
"721","3.431950","286","1.0","0.024610"
"722","3.432872","126","1.0","0.000922"
"723","3.433952","107","1.0","0.001080"
"724","3.435830","221","1.0","0.001878"
"725","3.437769","39","24.0","0.001939"
"726","3.437867","57","24.0","0.000098"
"727","3.443861","39","24.0","0.005994"
"728","3.444649","39","24.0","0.000788"
"729","3.445580","45","6.0","0.000931"
"730","3.451177","57","24.0","0.005597"
"731","3.460504","154","72.2","0.009327"
"732","3.460602","154","72.2","0.000098"
"733","3.461419","154","72.2","0.000817"
"734","3.462105","154","39.0","0.000686"
"735","3.476338","823","6.0","0.014233"
"736","3.479893","57","24.0","0.003555"
"737","3.483025","39","24.0","0.003132"
"738","3.483122","57","24.0","0.000097"
"739","3.498902","169","6.0","0.015780"
"740","3.502160","154","72.2","0.003258"
"741","3.503864","39","24.0","0.001704"
"742","3.503946","57","24.0","0.000082"
"743","3.505133","39","24.0","0.001187"
"744","3.505231","57","24.0","0.000098"
"745","3.511423","57","12.0","0.006192"
"746","3.522182","148","72.2","0.010759"
"747","3.524116","148","72.2","0.001934"
"748","3.524211","1602","72.2","0.000095"
"749","3.524332","1602","72.2","0.000121"
"750","3.524936","1553","72.2","0.000604"
"751","3.526549","45","12.0","0.001613"
"752","3.528685","39","24.0","0.002136"
"753","3.528784","57","24.0","0.000099"
"754","3.531950","286","1.0","0.003166"
"755","3.536564","823","6.0","0.004614"
"756","3.580105","437","6.0","0.043541"
"757","3.581269","39","24.0","0.001164"
"758","3.581366","57","24.0","0.000097"
"759","3.584072","39","6.0","0.002706"
"760","3.598857","193","72.2","0.014785"
"761","3.600564","823","6.0","0.001707"
"762","3.600702","39","24.0","0.000138"
"763","3.600844","57","24.0","0.000142"
"764","3.601350","39","24.0","0.000506"
"765","3.601497","57","24.0","0.000147"
"766","3.602021","39","24.0","0.000524"
"767","3.602118","57","24.0","0.000097"
"768","3.612083","169","6.0","0.009965"
"769","3.633131","286","1.0","0.021048"
"770","3.633236","148","72.2","0.000105"
"771","3.665423","823","6.0","0.032187"
"772","3.666270","889","39.0","0.000847"
"773","3.668272","39","24.0","0.002002"
"774","3.668369","57","24.0","0.000097"
"775","3.671126","39","24.0","0.002757"
"776","3.671201","57","24.0","0.000075"
"777","3.671711","39","24.0","0.000510"
"778","3.671791","57","24.0","0.000080"
"779","3.682337","437","6.0","0.010546"
"780","3.682451","39","24.0","0.000114"
"781","3.682975","39","24.0","0.000524"
"782","3.683406","39","24.0","0.000431"
"783","3.683623","39","24.0","0.000217"
"784","3.684693","39","24.0","0.001070"
"785","3.691367","142","72.2","0.006674"
"786","3.691449","142","72.2","0.000082"
"787","3.693347","39","24.0","0.001898"
"788","3.693445","57","24.0","0.000098"
"789","3.713418","57","12.0","0.019973"
"790","3.724773","169","6.0","0.011355"
"791","3.728681","823","6.0","0.003908"
"792","3.735956","286","1.0","0.007275"
"793","3.737114","126","1.0","0.001158"
"794","3.738242","126","1.0","0.001128"
"795","3.770216","39","6.0","0.031974"
"796","3.784848","437","6.0","0.014632"
"797","3.800244","823","6.0","0.015396"
"798","3.838078","286","1.0","0.037834"
"799","3.838167","169","6.0","0.000089"
"800","3.865693","823","6.0","0.027526"
"801","3.887214","437","6.0","0.021521"
"802","3.898823","39","24.0","0.011609"
"803","3.912330","57","12.0","0.013507"
"804","3.928629","823","6.0","0.016299"
"805","3.940471","287","1.0","0.011842"
"806","3.941569","39","24.0","0.001098"
"807","3.941650","458","72.2","0.000081"
"808","3.943867","39","24.0","0.002217"
"809","3.943949","57","24.0","0.000082"
"810","3.950062","169","6.0","0.006113"
"811","3.951552","39","6.0","0.001490"
"812","3.957650","39","24.0","0.006098"
"813","3.957966","39","24.0","0.000316"
"814","3.958685","39","24.0","0.000719"
"815","3.959341","39","24.0","0.000656"
"816","3.989721","437","6.0","0.030380"
"817","3.992557","823","6.0","0.002836"
"818","4.030040","39","24.0","0.037483"
"819","4.042926","286","1.0","0.012886"
"820","4.043974","126","1.0","0.001048"
"821","4.056607","823","6.0","0.012633"
"822","4.063017","169","6.0","0.006410"
"823","4.092056","437","6.0","0.029039"
"824","4.113408","57","6.0","0.021352"
"825","4.120650","823","6.0","0.007242"
"826","4.134005","39","6.0","0.013355"
"827","4.145076","286","1.0","0.011071"
"828","4.176514","169","6.0","0.031438"
"829","4.192785","823","6.0","0.016271"
"830","4.194419","437","6.0","0.001634"
"831","4.247928","287","1.0","0.053509"
"832","4.249063","39","24.0","0.001135"
"833","4.249161","415","72.2","0.000098"
"834","4.250985","39","1.0","0.001824"
"835","4.256624","823","6.0","0.005639"
"836","4.262831","39","24.0","0.006207"
"837","4.262906","57","24.0","0.000075"
"838","4.262979","39","24.0","0.000073"
"839","4.263052","57","24.0","0.000073"
"840","4.281492","154","72.2","0.018440"
"841","4.288994","169","6.0","0.007502"
"842","4.296909","437","6.0","0.007915"
"843","4.313183","57","12.0","0.016274"
"844","4.315689","57","12.0","0.002506"
"845","4.320671","823","6.0","0.004982"
"846","4.343840","39","24.0","0.023169"
"847","4.352150","286","1.0","0.008310"
"848","4.356719","126","1.0","0.004569"
"849","4.357817","126","1.0","0.001098"
"850","4.399332","437","6.0","0.041515"
"851","4.401990","169","6.0","0.002658"
"852","4.448666","823","6.0","0.046676"
"853","4.452442","286","1.0","0.003776"
"854","4.501612","437","6.0","0.049170"
"855","4.502865","39","6.0","0.001253"
"856","4.513971","39","24.0","0.011106"
"857","4.520474","169","6.0","0.006503"
"858","4.521592","823","6.0","0.001118"
"859","4.554919","287","1.0","0.033327"
"860","4.555023","76","144.4","0.000104"
"861","4.555098","39","24.0","0.000075"
"862","4.555171","45","24.0","0.000073"
"863","4.555297","39","24.0","0.000126"
"864","4.555370","255","144.4","0.000073"
"865","4.555444","57","24.0","0.000074"
"866","4.555902","39","24.0","0.000458"
"867","4.556000","357","72.2","0.000098"
"868","4.556124","357","72.2","0.000124"
"869","4.556598","357","72.2","0.000474"
"870","4.556898","39","24.0","0.000300"
"871","4.557000","57","24.0","0.000102"
"872","4.558077","39","24.0","0.001077"
"873","4.558175","57","24.0","0.000098"
"874","4.575870","154","72.2","0.017695"
"875","4.581377","45","24.0","0.005507"
"876","4.581475","39","24.0","0.000098"
"877","4.581549","255","130.0","0.000074"
"878","4.581624","57","24.0","0.000075"
"879","4.586997","823","6.0","0.005373"
"880","4.604042","437","6.0","0.017045"
"881","4.609260","53","24.0","0.005218"
"882","4.609358","39","24.0","0.000098"
"883","4.609622","53","24.0","0.000264"
"884","4.609701","39","24.0","0.000079"
"885","4.610327","53","24.0","0.000626"
"886","4.610427","39","24.0","0.000100"
"887","4.611104","53","24.0","0.000677"
"888","4.611186","39","24.0","0.000082"
"889","4.629242","169","6.0","0.018056"
"890","4.639338","39","24.0","0.010096"
"891","4.644729","76","130.0","0.005391"
"892","4.644827","39","24.0","0.000098"
"893","4.648544","823","6.0","0.003717"
"894","4.657329","286","1.0","0.008785"
"895","4.658490","126","1.0","0.001161"
"896","4.661010","230","1.0","0.002520"
"897","4.663012","230","1.0","0.002002"
"898","4.683697","45","24.0","0.020685"
"899","4.683777","39","24.0","0.000080"
"900","4.683851","255","130.0","0.000074"
"901","4.683986","57","24.0","0.000135"
"902","4.684107","76","130.0","0.000121"
"903","4.684180","39","24.0","0.000073"
"904","4.706558","437","6.0","0.022378"
"905","4.712672","823","6.0","0.006114"
"906","4.713950","57","12.0","0.001278"
"907","4.726846","142","39.0","0.012896"
"908","4.741163","169","6.0","0.014317"
"909","4.745057","76","130.0","0.003894"
"910","4.745156","39","24.0","0.000099"
"911","4.759755","286","1.0","0.014599"
"912","4.776499","823","6.0","0.016744"
"913","4.808952","437","6.0","0.032453"
"914","4.848632","823","6.0","0.039680"
"915","4.853951","169","6.0","0.005319"
"916","4.863293","287","1.0","0.009342"
"917","4.864471","39","24.0","0.001178"
"918","4.864570","197","72.2","0.000099"
"919","4.865390","39","6.0","0.000820"
"920","4.870815","39","24.0","0.005425"
"921","4.870912","57","24.0","0.000097"
"922","4.871078","57","24.0","0.000166"
"923","4.883697","39","24.0","0.012619"
"924","4.886401","39","1.0","0.002704"
"925","4.895452","154","72.2","0.009051"
"926","4.912589","823","6.0","0.017137"
"927","4.914505","57","12.0","0.001916"
"928","4.957113","39","24.0","0.042608"
"929","4.964624","286","1.0","0.007511"
"930","4.966497","230","1.0","0.001873"
"931","4.966596","169","6.0","0.000099"
"932","4.967749","126","1.0","0.001153"
"933","4.970166","277","1.0","0.002417"
"934","4.971268","126","1.0","0.001102"
"935","4.976549","823","6.0","0.005281"
"936","5.013774","437","6.0","0.037225"
"937","5.040606","823","6.0","0.026832"
"938","5.049243","39","6.0","0.008637"
"939","5.066736","286","1.0","0.017493"
"940","5.079233","169","6.0","0.012497"
"941","5.104471","823","6.0","0.025238"
"942","5.114661","57","12.0","0.010190"
"943","5.169140","287","1.0","0.054479"
"944","5.170264","823","6.0","0.001124"
"945","5.170336","39","24.0","0.000072"
"946","5.170448","313","72.2","0.000112"
"947","5.170559","305","72.2","0.000111"
"948","5.172932","39","24.0","0.002373"
"949","5.173004","57","24.0","0.000072"
"950","5.173794","39","24.0","0.000790"
"951","5.173883","57","24.0","0.000089"
"952","5.191710","169","6.0","0.017827"
"953","5.200559","154","72.2","0.008849"
"954","5.218294","437","6.0","0.017735"
"955","5.240438","823","6.0","0.022144"
"956","5.271509","286","1.0","0.031071"
"957","5.272589","126","1.0","0.001080"
"958","5.304415","823","6.0","0.031826"
"959","5.304602","169","6.0","0.000187"
"960","5.315086","57","12.0","0.010484"
"961","5.320714","437","6.0","0.005628"
"962","5.324920","39","24.0","0.004206"
"963","5.326109","39","24.0","0.001189"
"964","5.326733","39","24.0","0.000624"
"965","5.363892","39","24.0","0.037159"
"966","5.364663","39","24.0","0.000771"
"967","5.368437","823","6.0","0.003774"
"968","5.373904","286","1.0","0.005467"
"969","5.407447","39","24.0","0.033543"
"970","5.412982","39","6.0","0.005535"
"971","5.423204","437","6.0","0.010222"
"972","5.432518","823","6.0","0.009314"
"973","5.476424","287","1.0","0.043906"
"974","5.477596","39","24.0","0.001172"
"975","5.477693","234","72.2","0.000097"
"976","5.480203","39","24.0","0.002510"
"977","5.480300","57","24.0","0.000097"
"978","5.482386","39","24.0","0.002086"
"979","5.482491","57","24.0","0.000105"
"980","5.496612","823","6.0","0.014121"
"981","5.504393","154","72.2","0.007781"
"982","5.515843","57","12.0","0.011450"
"983","5.518792","39","24.0","0.002949"
"984","5.525770","437","6.0","0.006978"
"985","5.531191","169","6.0","0.005421"
"986","5.541614","39","24.0","0.010423"
"987","5.567056","39","24.0","0.025442"
"988","5.568369","823","6.0","0.001313"
"989","5.578737","286","1.0","0.010368"
"990","5.579830","126","1.0","0.001093"
"991","5.580853","107","1.0","0.001023"
"992","5.581987","126","1.0","0.001134"
"993","5.594047","39","6.0","0.012060"
"994","5.627968","437","6.0","0.033921"
"995","5.632363","823","6.0","0.004395"
"996","5.646855","169","6.0","0.014492"
"997","5.681205","286","1.0","0.034350"
"998","5.696585","823","6.0","0.015380"
"999","5.716061","57","12.0","0.019476"
"1000","5.730391","437","6.0","0.014330"
"1001","5.757970","169","6.0","0.027579"
"1002","5.762414","823","6.0","0.004444"
"1003","5.779243","39","6.0","0.016829"
"1004","5.787183","287","1.0","0.007940"
"1005","5.788243","39","24.0","0.001060"
"1006","5.788326","207","72.2","0.000083"
"1007","5.791701","39","24.0","0.003375"
"1008","5.791799","57","24.0","0.000098"
"1009","5.796821","39","24.0","0.005022"
"1010","5.796919","57","24.0","0.000098"
"1011","5.817482","154","72.2","0.020563"
"1012","5.824508","823","6.0","0.007026"
"1013","5.832735","437","6.0","0.008227"
"1014","5.847332","39","1.0","0.014597"
"1015","5.871222","169","6.0","0.023890"
"1016","5.872406","39","1.0","0.001184"
"1017","5.886068","286","1.0","0.013662"
"1018","5.887247","126","1.0","0.001179"
"1019","5.888389","123","1.0","0.001142"
"1020","5.898112","823","6.0","0.009723"
"1021","5.917369","57","12.0","0.019257"
"1022","5.935244","437","6.0","0.017875"
"1023","5.939642","45","24.0","0.004398"
"1024","5.939740","39","24.0","0.000098"
"1025","5.939813","680","130.0","0.000073"
"1026","5.939888","57","24.0","0.000075"
"1027","5.940012","76","130.0","0.000124"
"1028","5.940085","76","130.0","0.000073"
"1029","5.940158","39","24.0","0.000073"
"1030","5.955267","45","24.0","0.015109"
"1031","5.955366","39","24.0","0.000099"
"1032","5.955439","57","24.0","0.000073"
"1033","5.955564","45","24.0","0.000125"
"1034","5.955637","39","24.0","0.000073"
"1035","5.955709","57","24.0","0.000072"
"1036","5.955828","45","24.0","0.000119"
"1037","5.955900","39","24.0","0.000072"
"1038","5.956319","57","24.0","0.000419"
"1039","5.956417","45","24.0","0.000098"
"1040","5.956540","39","24.0","0.000123"
"1041","5.957237","57","24.0","0.000697"
"1042","5.957490","45","24.0","0.000253"
"1043","5.957571","39","24.0","0.000081"
"1044","5.959357","45","24.0","0.001786"
"1045","5.959452","39","24.0","0.000095"
"1046","5.959523","158","130.0","0.000071"
"1047","5.959596","158","130.0","0.000073"
"1048","5.959667","162","130.0","0.000071"
"1049","5.959738","57","24.0","0.000071"
"1050","5.960676","823","6.0","0.000938"
"1051","5.960826","45","24.0","0.000150"
"1052","5.960900","39","24.0","0.000074"
"1053","5.960973","158","130.0","0.000073"
"1054","5.961047","159","130.0","0.000074"
"1055","5.961120","57","24.0","0.000073"
"1056","5.961266","45","24.0","0.000146"
"1057","5.961339","39","24.0","0.000073"
"1058","5.962035","57","24.0","0.000696"
"1059","5.962407","45","24.0","0.000372"
"1060","5.962484","39","24.0","0.000077"
"1061","5.965169","57","24.0","0.002685"
"1062","5.965693","45","24.0","0.000524"
"1063","5.965791","39","24.0","0.000098"
"1064","5.967778","57","24.0","0.001987"
"1065","5.967877","45","24.0","0.000099"
"1066","5.967949","39","24.0","0.000072"
"1067","5.968075","159","130.0","0.000126"
"1068","5.968150","57","24.0","0.000075"
"1069","5.968223","45","24.0","0.000073"
"1070","5.968296","39","24.0","0.000073"
"1071","5.970179","57","24.0","0.001883"
"1072","5.970510","45","24.0","0.000331"
"1073","5.970612","39","24.0","0.000102"
"1074","5.970685","159","144.4","0.000073"
"1075","5.970758","57","24.0","0.000073"
"1076","5.970879","45","24.0","0.000121"
"1077","5.970951","39","24.0","0.000072"
"1078","5.971507","57","24.0","0.000556"
"1079","5.971898","45","24.0","0.000391"
"1080","5.971974","39","24.0","0.000076"
"1081","5.973186","57","24.0","0.001212"
"1082","5.973531","45","24.0","0.000345"
"1083","5.973873","45","24.0","0.000342"
"1084","5.973975","45","24.0","0.000102"
"1085","5.974581","45","24.0","0.000606"
"1086","5.975620","45","24.0","0.001039"
"1087","5.976569","45","24.0","0.000949"
"1088","5.976667","39","24.0","0.000098"
"1089","5.976739","159","78.0","0.000072"
"1090","5.976814","57","24.0","0.000075"
"1091","5.977307","53","24.0","0.000493"
"1092","5.977389","39","24.0","0.000082"
"1093","5.980064","45","24.0","0.002675"
"1094","5.980145","39","24.0","0.000081"
"1095","5.980218","159","144.4","0.000073"
"1096","5.980293","57","24.0","0.000075"
"1097","5.983984","169","6.0","0.003691"
"1098","5.988594","286","1.0","0.004610"
"1099","5.994982","45","24.0","0.006388"
"1100","5.995063","45","24.0","0.000081"
"1101","5.995136","39","24.0","0.000073"
"1102","5.995260","1480","144.4","0.000124"
"1103","5.995333","57","24.0","0.000073"
"1104","6.019605","45","24.0","0.024272"
"1105","6.019680","39","24.0","0.000075"
"1106","6.019753","57","24.0","0.000073"
"1107","6.020719","45","24.0","0.000966"
"1108","6.020817","39","6.0","0.000098"
"1109","6.020889","57","6.0","0.000072"
"1110","6.022460","45","24.0","0.001571"
"1111","6.022536","39","24.0","0.000076"
"1112","6.022609","167","144.4","0.000073"
"1113","6.022683","158","144.4","0.000074"
"1114","6.022756","57","24.0","0.000073"
"1115","6.024507","823","6.0","0.001751"
"1116","6.026324","45","24.0","0.001817"
"1117","6.026422","39","6.0","0.000098"
"1118","6.026496","57","6.0","0.000074"
"1119","6.026621","45","24.0","0.000125"
